IncidentID,Text,Class
2,I don't think you can't cut the yeah looser crew Nicole Miller capital I'm calling for assistance okay where a light durable officer from capital recovery to forty eight fifty capital where it goes okay what's going on there reporter ripped the upholstery four eight picking him up kicker capital of red wine purported purpura three I don't go person here who is %HESITATION if you drive it back if you could bootlegger it would petered out it I I do think we did that a forty eight fifty well three or four look at the capitol arrested her it will at No Way chemotherapy ,Low
2,nine one one Ireland but holy now ma'am I got an emergency kit pickup with her kids my health kick him out or couldn't name would I don't need that kind of ncredible long I didn yeah I know I can imagine and a good looking man comes at the door that I have learned that my way he needed a bass player look like that yeah what you need in her own going on  looking come back I think department come back my way with him okay and what we heard from my dog I mean I'm a dog you know you ,Low
2,this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what's going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I'm a crucial blew up or something n't I met again shouldn't try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn't think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I'm quite good tropicalis al-assad's ,Low
2,I want your merchant take hello well I well get an American thing hello why you on the American P. hotline or you know click delaying the if your mom there well %HESITATION couple ha ha you're packing your own number if your mom okay yeah yeah if anybody there with you per hit anybody there with you no nobody there would be two or ,Low
2,there is a Fairfield Connecticut eight thirty three counts of silver outfits like flight we don't tend to talk to me I need assistance right away what happens if my wife had known softly verification of shopping I'm not yet she ten cuts to a pair of handcuffs if you don't want me to do the talking I've not done anything to learn she had a record of violence please come and help me get out of here it wherever it we're eating Mister where is she now I'm holding her down so I can call you at least going to wonder is there any way that you can lock yourself in another room not we do not have to get up to speed up the only put it better talking I think is there anything in there villains he'd probably eight thirty three fault performer out there out there not here I got better ,Low
2,all humn well I going on Bob many out there ,Low
2,only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I'm going to go because he knew that Kyle and it's gone I don't know I'm twenty four three two three months and will it go party or a hacking don't even know and it's like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can't move your car out of the campaign here the garage doors are shut on both sides there are not opening locate what they're anybody working near it that one of those held third throughout our culture cookbook a so called my current ,Low
2,however not all of extramarital sex well it's summer you know why fund one lane on one side and at the end drawbridge in ninety five traffic stops fifteen minutes earlier recall about what I about traffic now you need a policeman numbers hit somebody gave because Sydney heart some ice cold here number find out I think it's urgent about twenty two minutes on the draw race when this when this traffic going one way and I'm in the front corner sensitive something happening on the bridge except the truck and somebody gave me this right after that violet please I want to look at what it thousands of Farsi held that because it is a gift appeaser what yeah thank you you have never made much sense yet what what is it you're you're calling about I would have full of good horserace so life goes red I think if the malfunction because there's nothing happening on the drug trade okay because his truck coming and going %HESITATION ,Low
2,get that far cordon without my help you although they did well who right won't local neighborhood I don't want we can put water like that what is your act right you what you're going to write what it okay report role partly it it would be a good one what if you are you a little okay and what book which promptly there I don't know what you're looking for a little while okay are you walk on water your control okay it there eat your neighborhood I don't know but how it was ,Low
2,are your not a record out or by like they didn out %HESITATION we know you can't afford it it at the line if they are right yeah party I got the call you leann I'm really lucky apply I don't know all that shit partner with around them and okay you couldn't really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the ,Low
2,Takayama online yeah it was a Monday but battle against Richard eight that that number zero nine three one with the United States Illuminati order Alan at right now current currently dot inside okay airplane bigger unit on pot out of the not a field museum of art downtown is a world apart I would but here and try to complete an operation it went really wrong and that I've got to get out of it and that I think a lot of help out a and that contact marketeer years and I think the rescue squad because we get me out immediately and tell where you are and the museum but Knoxville museum of art how kind ,Low
2,starting date Saturday February zero seven two thousand nine at twelve hours zero minutes and forty four seconds AM from port no no no no no no no no no no no yeah I know what yeah I can barely hear it what yeah Burger King not point beach Boulevard and whatnot caller on the line there yeah getting you out of the Medicare and what it really robot what what what NMEA out I don't I don't I bet that might well not there NPA former here to let them know that when I get out I mean their window I kept at it I want the that that putting on that plane well you know I don't I would often enough that I can why you didn't do that to me before now are you a lot more ,Low
2,thanks artist Krystal Hutton hope it wasn't here on the main street in Colorado springs Colorado okay do you know what made you know which states against and that Sharon that advocate address Sir cigarettes met like that for me main street main street I'm not sure that that isn't like that address that is in the address and it was the nearest intersection inviting we want the damn phone number according to that to me seven one nine three nine three case researcher seven eight but Hey it had a home phone it is a case here and what's going on there now listen here I got two people here held hostage right okay now you know what happens to people that are held hostage but no I got the movie had nothing I can understand that okay and now one of the beers name is Danielle and her father and the reason why I'm doing that because ,Low
2,now one might imagine thank get involved in nine one one where Schirmer chimney I don't I'm not here right now you know a lot of heat in the car is there a way that someone come again Arafat correctional services are available in town to do that me and police in fact not why make Russell stars I mean you'll have to pay to have it done I'll cry umber closest ears sooner master and the number is nine eight seven I %HESITATION I thank you now one one where your monthly it's not an emergency ,Low
2,level one would have in order hello yeah %HESITATION what your quicken %HESITATION nine one one do you need nine one one yet but well I'm locked in my car got hit you like in your car yeah in my car where you %HESITATION I didn't %HESITATION %HESITATION wouldn't be all fun Avondale how would you be looking at car what would happen if I got in my car and I turned on that let him catch I don't okay and you can't do it manually open your door no I can't open my door I am actually locked in here at my window their lawn and indeed you try the passenger door Reno on well I don't think yeah well my where people get hurt okay no problem how did you know that %HESITATION a minimal one operator so let it happen lately that get out of here okay thing ,Low
2,I'm not sure of my Darling of real Sarah overnight loans several brothers and I would just love the look alike you know the I. R. graveyard here that they get it they can go far broader from I already know I don't know about Dallas alright but I'm just saying I totally get proceeds brothers very often although I don't see all of you my brother in law taught young of a sudden it hit me and I don't know what former clear that no one owns what sort of your because I found for forty you know product number nearly as about its results are you look at that Sir ,Low
2,Saturday may first two thousand ten the time nine thirty one PM not that I can think hello north American thing and emergency land I I don't I know you guys have more problems it's ridiculous thing that I'm calling you about I don't ordered food which is totally Willie piculet he could get yeah like Donald for two dollars what I ordered it feel and I could hit it it can I apply my only complaint it is we'd be quiet Jack peacock ignored port we don't want our money back you know locate it will occur yeah you out you know yeah so what okay but your moment ,Low
2,I %HESITATION how are you not reach Clackamas county nine one one do not hang up for help after the tone say help do not hang up to read about your crush one at any time corporate help after the I %HESITATION hello yeah Leon o'clock commitment Donald here on property late at night and I need to calm gentleman that are there I grew up in the women out live through window day that they got the wrong order I'm a little concerned but I think the I believe that they want ,Low
2,they can now All I Want to address billion legacy currently mired down in the near term many you need not you will need would not want to come out yeah if guys are sitting in a car outside child great I would like a child architects got them leave because the cops have told me to call and I outside Moscow you know what you're thinking I don't care and I'm not going to be injured all creatures great how I'm not new year's right now I loaded ,Low
1,Eric Eric what what it looked very good artists that we were going to win that one but hunter I got really bored with the good people accurate hip hop it really hit it hard enough we're going up or go to a bad pixel I should wait I thought that it would patent badly injured but the kids I know what you meant yeah I really like him but that little kid burger with that little kid who can point yet I because it better but you know I know I know well then I don't but it I think I'm gonna help old real care how many kids are injured there at work here that work if you have a ,Medium
1,I'm not altogether happening %HESITATION I have someone here that I need to %HESITATION blow out third in my home there are right now hyperbaric Lippincott held but the clear but then the thing from one three year old yeah he reported that I'm trying to get that now ma'am okay what did that person do that you need to read it why bother for what for an audit throwing money already there but I don't know if they would pack make clear that Orlando I'm sure department how they got here I was in the car with a driver complete fiction and lower that the night that they would bring it up because my home when I got home to call them does he feel your vehicle yeah what did he do that I ,Medium
1,not unlike what she obviously critically who I was your honor I don't know I don't get it came out tell me your address because we couldn't forget twenty twelve okay okay publisher suddenly twenty one people what questions to ask okay he didn't get any okay a conscious right now group the breeding well look like if you get hurt all you need to be able to hear it or see it shut ,Medium
1,September tenth two thousand fourteen nine thirty six nine P. he developed that hi all players who are all falling at that part of multi way that will work lawn mower down on that with both right around there hello alpha yeah part of it build Dario had gone the other way side of that was Polsat walk fort Campbell ball park area cannot read early thirties parent samurai order and how many minutes ago was that all but five he was on the west side of the road yep but as I walked in on our part literature Walmart ,Medium
1,but whatever whatever they want to prevent what's your address mycoupons public okay and that's one seven two bites out the late the street yeah okay that how could that apartment how leann witness because it might take you know but but he hello ,Medium
1,September ninth two thousand fourteen twenty one twenty three oh nine I how yeah one one atmosphere I think I don't know along with the other nnova how home well okay and even though the address where you are right you can cut that could well are out someone there I mean you know what city are you in the group is there someone there that know the address it is we very well anything and number on the ,Medium
1,not on a regular re-attempt it would tear me are you ,Medium
1,we have one but also it's on the east thirteenth street as the clean Waller street in Nablus soda right away he's thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can't get up off the ground thousands we sat and I don't know what to do in any kind okay Waller for you thirteenth street it's two blocks east of I thirty five you gotta hurry up I don't know if there's anything we can do anything attacked her arms are on the way ,Medium
1,I don't know just let me know where you get it security what are literary where you elementary an understanding reached agreement what what what what you don't know which one Marty you don't see how sure he would if it rains here who you're not mad and what what will our moderate during do you draw American police department what what we what made the wanted chasing not only in the early way before okay are you don't you don't you don't dare carried away doubling Quabbin ideas day at least ,Medium
1,this recording was prepared by nine one one dispatch dot com I yeah yeah you I don't know where you are whatever would happen I can't understand what you're studying we would go in the open the door but he put your little brother you what the address there anymore all yeah yeah okay you'd ever do you have a lot you do you have a ,Medium
1,did I want one with it imagine yeah I guess been bitten by any I'm I think a red tailed hawk habit read Greek park it's were bitten by a clock yeah yeah I think he's rabbit he came out of the woods creek create the let me tell them though I have been here you kill them yeah Patty cake that sucker down a bit me and my wife well my wife different running down the road looking for somebody may get another call ntfc ,Medium
1,one location of networking thing I would put the club on like that how and although it will yeah at twenty eight you know what I thing stop on clear that betting on who they are old abroad I like that better okay down the line we hear no no crime okay but for now well okay we have we have the people trying to help you out there are you here but I you can lead the way ,Medium
1,it her nine one one reason I don't want to look it up what's your address ma'am what Michael had to pick a call damn what it rather you calling from ma'am stop screaming what address are you calling from security public I knew the world looking at her home regretted putting a hand recount ma'am Whitaker road and Laura ma'am Chicago would occur what are you here where I'm not hungry late at night but what if you're kind you're battling to write call from your by Whitaker and Willis wouldn't care how well it would explain what kind of car there ,Medium
1,right now one man in America any yes it is funny how something like twenty nine and cemex would foster and I'm his ring of course it's coming down the long running a day are you going for the sponsors yeah but I'm turning around so he says it wasn't that he was going on that you know it was like going towards us far appearances what worked for me or if there even a long ramble on southbound he's in the North Carolina your family one know what I mean what mark except that he can summers sitting sat on well here we get sightings in the northbound lane going yeah global what kind of car was it right from the start that ,Medium
1,it is what what what Hitler did can't hear you know we don't heartedness somebody you are yeah yeah here you could you get something out from afar where are you on the campaign product where where are you ,Medium
1,there are no longer affiliated politically I the they found %HESITATION bodies correct but wouldn't go anywhere part of him where are you in what makes you can do it off her gun I walked you know what well you're not bill Maher yeah we do but what comes out but it back where people could you could you could really want but my up though they could I could go what do the park with them we have a future her Likud call girl all ,Medium
1,yeah and you know what I mean there's a large cannon utility mergers he's this past week starting numerous calls from like Australia part we got a party to the new leader yes I'm going to speak right now with the representative from are still services has already started coming are everything is recorded here you are you going laws fall from the city police is human want some locations and right off of suburban pitcher Chris on the Kelly at an area right by the hall %HESITATION do you have a specific address for me or no it's right by the school if you can believe what you are getting hit suburban and and almost four suburban intricate sauntered upon sorry guys in the schools right here I can't think of the name of the school or just go right straight down a dead end road into the woods subtlety on the east side of %HESITATION Chickasaw suburban %HESITATION he actually saw and %HESITATION of cheaper slow and what is your arms parties name that was anywhere I he's not ,Medium
1,I %HESITATION kind nine one one what is your emergency well you could do it again but what could he do yeah especially if it is possible you know usopen initially conscious breeding no you know there's a lot how diplomatic I'm going to put I don't think I don't think it's immodest affordable okay he threatened just calm down okay where are you know well you know where you know we need someone here okay and man man where are you now exactly I don't think ,Medium
1,yeah it works quite well it but president of not only the interests of the emergency %HESITATION of you know there there are all good wish that's all I need I need right now we are content with the Israeli I yeah but what I can give you the advice I need a paramedic who you really are you and how they work and I'm in the middle I mean that will happen yeah yeah well what happened I don't know what happened my cousin lady yeah Sir but I need to know what to do right now what would you do if you didn middle of the road and I could not ask where you know who you are understanding that was crap ,Medium
1,starting date Wednesday may twelfth two thousand ten at one hour fifty minute fan ninety second the end I you wanna come on a day to clean it RPP bank on the corner Rosemary in Colombia we had someone coming in an African dial nine one one that there warm and yelling okay exactly what he was the only kid on the ground for help but he found the rabbit that right here without the building that's right yeah thought I don't work okay do we know if you need medical attention I don't know Baker Franny and put him on hold but I'm gonna look and call back okay are you able to go I mean ,Medium
1,the case of the well the more the principle flight academy we haven't got body brought out in front of us gore on the graph theory but work that John eight door could be job and location putting it through them the cranky it looks great and apart from out there heat BR like that in his contract that he led the young boy looked like young man and he's done in the body that's right out like what a crock little grassy area right across the school you know on the strange world and I hated it are you sure that he'd well he kicked in the Nick if he didn't move he appeared to be in the record or come out of it you know I mean I'm not gonna touch him but I can't say he's definitely dead it I didn't call the emergency number just good for about that kid then okay how old ,Medium
1,and I don't want a part Michel Platini I think I'm going crazy but what had really pretty clear that I'm talking about what happened to you like yeah played like three pick your opponent holding the parachuted feeling what will it mean ,Medium
1,plug pony nine one one would it be accurate Cokie emergency the dog no in the water we can hook you can go and okay what a good mood I woke him up to John the owner water and okay issued Pullman around well I did leave a month of gun owners phone number you can I'm ready to get there's no doubt that no nothing library died only god limited running down there what currently in the little by the public clinic with her he didn't die out here we hope that ,Medium
1,a good political level one question I can pay my daughter the pink well I I can't what Catrin the one twenty seven you know where to put her on the love boat reporter and rain could not from a boss who thought of a little while ago and the peace of mind altering their mobile facility ahead how did all and she can get him perfectly clear that even then they we threaten their plot Florida good in here with the and older capital of hard upon the club ,Medium
1,I had been looking since seven o'clock this morning and %HESITATION her husband and her eye in the middle of a divorce and I am not sure what that protocol would be that I should keep a look out for a run this morning at seven o'clock o'clock where no one has heard from her she was supposedly has eaten I'm just because of the situation in the divorce of difference wondering if you can help I don't know what I should do I just called like that and she has not been admitted on any American basin fell I'm putting anything if someone could tell me if anything might have sat on an accidental or if you have any recommendations from Manhattan proceed here okay just about memento show hold for just a moment thank you okay microcar it what is your first name hurt her own blog see Cooper what is her dress had been in her living together but they are as time ,Medium
1,I and economic not harm number one operator talking where tremors and Hey %HESITATION yeah we need an ambulance who %HESITATION Eric what board shopping center we had somebody that looked like they had %HESITATION he'd gotten out on %HESITATION and even pretty rough shape right now and what we have heard your everywhere let me address your at %HESITATION hang on count up or to what he had just on the building I mean I won't Arafat pardon underwater thirteen twenty one Arab Arab looking taking twenty one hurling be added on the %HESITATION it Pappy I'm Westport shopping center and that the edges but Norton immediate care center where we're right outside ,Medium
1,we're running a police pharmacotherapy well let's hope not act I knew or he will have little impact hello I'm sorry I'm sorry there's a situation where we have residents that I think the store color and the men in their Vassar right now stakeholders what happened in the last week they will hear less than that amount they hadn't tied up concocted okay what's the address how long ago did this occur packing big hopefully I didn't got we had to make sure they were gone so we can come to get the guy hadn't platinum what kind of vehicle was that hopefully it will be the diversity can you please come new bands you character Costner's already ,Medium
1,yeah hi I heard of the kind of a particular emergency here found my cat attack farce about a seven month old child and I kick the button that cat in the rear and it has worn off over the edge and we %HESITATION marks safe ground the casts a very large Himalayan and works after investor in your letter Salvador so I think no no users got scratches on his forehead but the cat we don't know if you let the cat he's gone for it turned its access is very very very very hostile cemetery hill called animal control yeah yeah and if I wanna leave out the better let the police and I'm gonna have to fight just cast I mean you large how large I thought for a minute to ground very I think address there Sir ,Medium
1,what what that is fair market click in the address eleven pick your a road we have a baby nothing after Korea I let them pick the right road yet land okay you know they might have taken our land they have my daughter how would he he led the logo pain in your eleven perfectly playing at home alone and make sure I don't but I think I mean that the thing I think he made it look like that right lamb okay in your lap nine my name is Karen glory the baby let name it creek okay and what that mom at the mom there yet me what car park nine OO I never have ,Medium
1,this recording was prepared by nine one one dispatcher dot com mmhm nine one one emergency my daughter soaking up bouncy balls okay near twenty five twenty five north tenth street yeah achievable to breed in all okay I'm gonna get the eminent going to make it a lot because I'm like rivers down the line okay yeah told a good person seven seven okay are you able to get behind him or her to kill came I don't think you can really turn purple okay I mean I don't together crying and all that mailed to my three year old Tyree told Aaron AKN annoys you have somebody stand behind early to get my tongue behind her right now okay his arms of on her abdomen right around her abdomen and then lit up implored I'm getting all my ducks in the book yet don't okay rooftop implored him ,Medium
1,there are good men get the part because thirty First Avenue wins Belmont on the yeah %HESITATION what we did in the park I think it was that but we must be added to the park on my so at the very first stab wound northern that on the west end of the park Catholics and if you know the I'm not sure I think he remembered the thirty first that room Belmont we didn't know it exists at the moment issue there is true love straightaway Kumar in fact Putin they look like any tactical quickly new but it is anything outlook especially does it look like you I I could tell the party's been near gated the parking linear gated and I wouldn't doubt it Karen a lot ,Medium
1,a paramedic and a severe merchant bank going out to honey going didn't tell the lady what's going on okay no quote if you think if they start expatriate what the treatment all three well worth it your street mmhm then he new three you know or what its telephone number well do you know the phone number ,Medium
1,often when one address humor check work there are apparently free market NDA looked at it you know no I don't know nter yourself on America also not one most problems are aware of missing a child n't thirty years old he missed a three year old child NMU toward the flea markets via for so long brightly one one eight is the world would the silvers outside the building writing yeah we market we feel like it side clear is there with those continue after my there the physical address ,Medium
1,nine thirty eight AM fifty second product development well nigh monomer hit him to the emergency the room poor northbound work April third or who then copper you fell in it then I drain cover yeah I okay I don't okay hold on a second we walking when the work but I don't think there yeah I know what what were you walking in them calculus door no I wouldn't burnt remember early you know pretty little ,Medium
1,this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I'm a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don't know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it's dark and I and I try to look at him he's a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could read it might integrate ma'am don't hang up okay I know I'm not ,Medium
1,I'm going to say I don't remember him saying yeah women who who do you believe you can make one wonder what you're after I was there okay what's going on there and really but if you could have and I bought it remains okay how many people are there Lou I think ,Medium
1,alright nine one one what's your emergency yeah well at all and I have a little crowded sat you down a signup readings I think you are right now okay where you at well like making people more thank you for thank you to both yes you know where that is very good you know I don't I'm not a very good number no I don't yet well we keep one insult do you both use women feel that when people are highly motivated in part judge well we're going to we're going to be one one now either ,Medium
1,when I won one worker emerge about I don't reporter one more good well great hold on there right right brokenness Motorola kind most of your friends but the problem with your friend I need to know print off a gun well I got all forty one drug remote versus the Hubble guns going to kill somebody the door on the way but I think if you are a Christian who is still in the I didn't want the guns well done ,Medium
1,and yeah I'm I'm not Bob Braun not outright returning %HESITATION went down and %HESITATION hook and I'm behind in oak wilt right inflate the EKG a want for it and we've all over the road but current that read I am now I'm helm I'm I'm Hilton going westbound what is your name it took the Dow just went over a lot now it's it's going right into my god if he gets it looks great he had a claim I don't know if he got better kids all over the place I was hit by another car ,Medium
1,that what we're here for to take I thank god and we are being followed him we think we can take you probably okay what's your name ma'am okay good good okay are you in the car with him good women the back okay here you got a guy like me and then they'll appear okay we don't have the other weapons in their yeah okay you look kind of weapons in hand I think you had two other it is go over what I call okay and what it eat and thinking we all meet you are ,Medium
1,settlement on your pet or you're not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I'm sure palm wonderfully %HESITATION twenty twenty nine element don't get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the ,Medium
1,I think I'm one one any police fire and don't we probably like hit the little blue clock today my seven year old mother you'll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn't clear the three o'clock today this afternoon Julia called it that Noah I'll go walking around the apartment complex knocking on everyone's door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big ,Medium
1,okay place department out when they're a little more myth they have you had any report on one no ma'am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don't think I've done this in the other okay well we got what colors of hair as brown brown hair Mulai %HESITATION he's the autism child he can't talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were ,Medium
1,conversation recorded on March seventeenth two thousand eleven at seven five on channel eleven IGN I take vacations thing a man Israel are among that have made it aeropro school everyone over does do you have a possible heroin overdose your room or are you the one who did well in order for Israel she turned blue she ,Medium
1,twelve fourteen A. M. June twenty seventh two thousand twelve yeah like I put them out of poverty it well the portable they know how people felt a picnic all right after that but they play it but I couldn't come back what about what about what are if you do not go up a whole lot but well but I think you gotta admit that they probably I doubt I hope they would but yeah well no a fellow the only problem dot com I yeah yeah yeah the bill would not know what book Republic but whatever ,Medium
1,nine one one unique police fire and not worry that the clue how may I help you %HESITATION call me up like a month did it what part are you at now I'm I'm looking but you know what you're doing it on your we okay when he yeah look at a park but he can't get what it is like a Boulevard park with them apart it could it could be why are why bell the name that you hear on the platform in the okay well and and UP a ntfc how very ,Medium
1,I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don't know how I want it nearly thirty or forty minutes and was in my room studying and I didn't hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you lists are going through the rooms look in each ,Medium
1,nine one one where your emergency I am now what's going on I learned you know your address yeah what's your address didn't your arm hurt yeah I know okay what happened hello or really yeah well what happens is well me yeah where how do you get hurt ,Medium
